name,img_url,age,height,weight,nationality
Aher Uguak,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Uguak_Aher_nm.jpg,25,6-7,225,Canada
Till Pape,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,26,6-8,220,Germany
Brekkott Chapman,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Chapman_Brekkott_ut.jpg,27,6-9,215,United States
Stephon Jelks,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Jelks_Stephon_mer.jpg,27,6-6,225,United States
Grant Anticevich,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Anticevich_Grant_cal17.jpg,25,6-8,230,Australia
Martin Peterka,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,29,6-8,190,Czech Republic
Collin Welp,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Welp_Collin_uci17.jpg,25,6-9,225,United States
Xeyrius Williams,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Williams_Xeyrius_day.jpg,26,6-9,205,United States
Sam Griesel,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Griesel_Sam_ndsu18.jpg,23,6-6,220,United States/Germany
Marcel Kessen,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,27,6-9,230,Germany
Richmond Aririguzoh,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Aririguzoh_Richmond_prince1617.jpg,25,6-9,230,United States
Seth Hinrichs,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Hinrichs_Seth_ncaa_laf.jpg,30,6-8,223,United States
Kriss Helmanis,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,21,6-11,215,Latvia
Paul Zipser,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Zipser_Paul_chi17.jpg,29,6-8,226,Germany
Fabian Bleck,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,30,6-6,211,Germany
Prince Oduro,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Oduro_Prince_sie17.jpg,25,6-8,250,Canada
Till Gloger,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Gloger_Till_ncaa.jpg,31,6-8,220,Germany
Mathis Moenninghoff,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Monninghoff_Mathis_ncaa_gon.jpg,31,6-7,189,Germany
Nat Diallo,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,24,6-8,206,Germany
Yasin Kolo,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Kolo_Yasin_ncaa_ecu.jpg,31,6-10,240,Germany
Kevin Yebo,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Yebo_Kevin_intl23.jpg,27,6-8,205,Germany
Trevion Williams,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Williams_Trevion_gsw22.jpg,23,6-9,265,United States
Karlis Silins,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Silins_Karlis_olemiss.jpg,26,6-11,240,Latvia
Martin Breunig,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Breunig_Martin_ncaa_uw.jpg,31,6-8,210,Germany
Aleksander Dziewa,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,26,6-9,250,Poland
Isaiah Whaley,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Whaley_Isaiah_cha22.jpg,25,6-9,225,United States
Yanni Wetzell,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Wetzell_Yanni_van17.jpg,27,6-10,240,New Zealand
Jilson Bango,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Bango_Jilson_fifa22.jpg,25,6-10,207,Angola
Serge Ibaka,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Ibaka_Serge_mil22.jpg,34,6-10,235,Republic of the Congo/Spain
Filip Stanic,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,26,6-10,255,Germany
Galin Smith,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Smith_Galin_al17.jpg,25,6-9,240,United States
E.J. Onu,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Onu_EJ_21.jpg,24,6-11,240,United States
Eddy Edigin,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,28,6-7,225,Nigeria/Germany
Ebuka Izundu,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Izundu_Ebuka_miami.jpg,27,6-10,232,United States
John Bryant,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Bryant_John_euro.jpg,36,6-10,282,United States
Johann Gruenloh,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,18,6-9,220,Germany
Jonathan Baehre,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Baehre_Jonathan_unca1617.jpg,27,6-10,209,Germany/United States
Tim Schneider,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Schneider_Tim_21.jpg,26,6-9,222,Germany
Owen Klassen,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,32,6-10,224,Canada
Christ Koumadje,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Koumadje_Christ_phi19.jpg,27,7-4,269,Senegal
Danko Brankovic,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Brankovic_Danko_21.jpg,23,7-1,208,Croatia
Norris Agbakoko,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Agbakoko_Norris_21.jpg,24,7-1,220,Germany
Sananda Fru,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Fru_Sananda_23.jpg,20,6-9,214,Germany
Jonas Wohlfarth-Bottermann,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,33,6-10,220,Germany
Nicolas Bretzel,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Bretzel_Nicolas_euro21.jpg,24,7-0,250,Germany
Kaodirichi Akobundu-Ehiogu,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Akobunduehiogu_Kaodirichi_22w.jpg,24,6-10,190,Nigeria
Philipp Herkenhoff,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Herkenhoff_Philipp_euro21.jpg,24,6-10,194,Germany
Amar Sylla,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Sylla_Amar_rmd19.jpg,22,6-9,190,Senegal
Benedikt Turudic,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,27,6-8,198,Germany/Croatia
Ike Udanoh,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Udanoh_Ike_21.jpg,34,6-8,229,United States/Nigeria
Philipp Hartwich,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Hartwich_Philipp_por.jpg,28,7-1,250,Germany
Parker Jackson-Cartwright,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Jacksoncartwright_Parker_az.jpg,28,5-11,170,United States
Jaylen Adams,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Adams_Jaylen_mil20.jpg,27,6-0,225,United States
Patrick Miller,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Miller_Patrick_ncaa_tsu.jpg,31,6-1,200,United States
Trey Kell,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Kell_Trey_sdsu.jpg,27,6-4,210,United States/Syria
Milton Doyle,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Doyle_Milton_chi19.jpg,30,6-4,185,United States
Gary Browne,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Browne_Gary_ncaa_wv.jpg,30,6-1,195,Puerto Rico/United States
Justin Robinson,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Robinson_Justin_mil21.jpg,26,6-1,195,United States
Ben Ayre,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,28,6-2,175,Australia
Shea Ili,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,31,6-0,187,New Zealand
William McDowell-White,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/McDowell_William_aus19.jpg,25,6-5,185,Australia
Sean MacDonald,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Macdonald_Sean_21.jpg,23,6-6,209,Australia
Izayah Mauriohooho,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Mauriohooho_Izayah_sacst.jpg,27,6-2,200,New Zealand
Isaac White,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/White_Isaac_stan17.jpg,25,6-2,180,Australia
Mitchell Norton,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,30,6-1,188,Australia
Jason Cadee,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,32,6-2,161,Australia
Shannon Scott,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Scott_Shannon_tor1516.jpg,31,6-1,185,United States
Mitchell McCarron,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,31,6-2,215,Australia
Shaun Bruce,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,33,6-4,181,Australia
Flynn Cameron,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Cameron_Flynn_dep18.jpg,23,6-5,210,New Zealand
Owen Foxwell,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,20,6-2,172,Australia
Biwali Bayles,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Bayles_Biwali_hi20.jpg,21,6-2,180,Australia
Lachlan Barker,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,27,6-0,182,Australia
Dejan Vasiljevic,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Vasiljevic_Dejan_miami.jpg,26,6-3,194,Australia
Jordon Crawford,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Crawford_Jordan_ncaa_bg.jpg,33,5-6,150,United States
Tahjere McCall,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/McCall_Tahjere_atl19.jpg,29,6-4,190,United States
Tyler Harvey,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Harvey_Tyler_ncaa_ew.jpg,30,6-4,185,United States
Will Cummings,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Cummings_Will_hou1516.jpg,31,6-2,175,United States
Denzel Valentine,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Valentine_Denzel_bos22.jpg,30,6-4,220,United States
Matt Dellavedova,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Dellavedova_Matthew_sac22.jpg,33,6-3,200,Australia
Mantas Rubstavicius,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Rubstavicius_Mantas_23.jpg,21,6-6,184,Lithuania
Tai Webster,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Webster_Tai_ncaaneb.jpg,28,6-2,180,New Zealand
Taran Armstrong,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Armstrong_Taran_22w.jpg,22,6-6,190,Australia
Lat Mayen,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Mayen_Lat_tcu17.jpg,25,6-9,205,Australia
Corey Webster,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,35,6-2,190,New Zealand
Tanner Krebs,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Krebs_Tanner_smu.jpg,28,6-6,205,Australia
Angus Glover,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,25,6-4,180,Australia
Daniel Grida,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,25,6-8,201,Australia
Tom Abercrombie,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Abercrombie_Tom_nz23.jpg,36,6-6,207,New Zealand
Sunday Dech,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,30,6-4,210,Ethiopia/South Sudan
Cameron Gliddon,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,34,6-5,190,Australia
Kody Stattmann,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Stattmann_Kody_va18.jpg,23,6-7,204,Australia
Jonah Antonio,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Antonio_Jonah_mtstm17.jpg,26,6-5,180,Australia
Ben Henshall,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,19,6-5,198,Australia
William Hickey,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,25,6-5,187,Australia
A.J. Johnson,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Johnson_AJ_aus23.jpg,19,6-5,160,United States
Fabijan Krslovic,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Krslovic_Fabijan_mt.jpg,28,6-8,239,Australia
Michael Harris,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,24,6-4,187,Australia
Junior Madut,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Madut_Junior_hi20.jpg,26,6-6,175,Australia/South Sudan
Chris Goulding,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Goulding_Chris_euro.jpg,35,6-4,203,Australia
Zylan Cheatham,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Cheatham_Zylan_nop22.jpg,28,6-5,220,United States
D.J. Hogg,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Hogg_Dj_txam.jpg,27,6-9,225,United States
Ian Clark,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Clark_Ian_nop17.jpg,32,6-3,175,United States
Jordan Usher,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Usher_Jordan_euro16.jpg,25,6-7,213,United States
Chris Smith,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Smith_Chris_utst.jpg,29,6-4,210,United States
Kouat Noi,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Noi_Kouat_tcu.jpg,26,6-7,210,South Sudan/Australia
Jaylin Galloway,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Galloyway_Jaylin_au23.jpg,21,6-7,190,United States/Australia
Finn Delany,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,28,6-7,225,New Zealand
Sam Waardenburg,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Waardenburg_Sam_mia17.jpg,24,6-10,225,New Zealand
Samuel McDaniel,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/McDaniel_Sam_ulm.jpg,28,6-6,210,Australia
Kristian Doolittle,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Doolittle_Kristian_ou.jpg,26,6-7,232,United States
Jonah Bolden,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Bolden_Jonah_phi19.jpg,28,6-10,220,Australia
Anthony Drmic,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Drmic_Anthony_ncaa_bsu.jpg,31,6-6,192,Australia
Hyunjung Lee,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Lee_Hyunjung_22w.jpg,23,6-7,210,South Korea
Matthew Kenyon,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,26,6-5,175,Australia
Reuben Te,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,29,6-7,188,New Zealand
Akoldah Gak,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Gak_Akoldah_21.jpg,21,6-11,200,Australia
Wani Swaka,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,22,6-6,192,Australia
Trentyn Flowers,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Flowers_Trentyn_23.jpg,18,6-8,190,United States
Todd Blanchfield,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,32,6-6,207,Australia
Clinton Steindl,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Steindl_Clint_ncaa_smc.jpg,34,6-7,195,Australia
Makuach Maluach,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Maluach_Makuach_nm18.jpg,25,6-5,190,Australia
Alexander Starling,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,35,6-6,205,United States
Nicholas Marshall,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,24,6-5,194,Australia
Luke Rosendale,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,23,6-5,190,Australia
Jarred Bairstow,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,31,6-7,230,Australia
Brad Newley,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Newley_Brad_ACB.jpg,38,6-6,205,Australia
Zac Triplett,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Triplett_Zac_port20.jpg,22,6-5,165,Australia
Gary Clark,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Clark_Gary_hou19.jpg,29,6-6,225,United States
Jack McVeigh,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Mcveigh_Jack_neb.jpg,27,6-8,215,Australia
Bul Kuol,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Kuol_Bul_detmer20.jpg,27,6-7,215,Australia/South Sudan
Luke Travers,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Travers_Luke_22.jpg,22,6-7,208,Australia
Josh Bannan,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Bannan_Josh_mt20.jpg,22,6-10,220,Australia
Jake Wiley,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Wiley_Jacob_bkn17.jpg,29,6-8,220,United States/North Macedonia
Bobi Klintman,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Klintman_Bobi_wf22.jpg,20,6-10,225,Sweden
Majok Deng,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Deng_Majok_ulm.jpg,30,6-10,185,Australia/South Sudan
Alex Toohey,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Toohey_Alex_aus23.jpg,19,6-7,205,Australia
Jesse Wagstaff,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,37,6-8,216,Australia
Samuel Mennenga,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Mennenga_Samuel_dav20.jpg,22,6-9,240,New Zealand
Craig Moller,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,29,6-8,208,Australia
Kyrin Galloway,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Galloway_Kyrin_uncg1617.jpg,24,6-8,215,United States/Australia
Hyrum Harris,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,27,6-6,231,New Zealand
D.J. Mitchell,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Mitchell_Donovan_wf.jpg,26,6-8,215,Australia
Josh Roberts,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Roberts_Josh_22w.jpg,24,6-9,220,United States
Kyle Bowen,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Bowen_Kyle_stm20.jpg,23,6-8,222,Australia
Tohi Smith-Milner,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Smithmilner_Tohi_23.jpg,28,6-9,212,New Zealand
Mason Peatling,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Peatling_Mason_ewu.jpg,26,6-8,220,Australia
Rhys Vague,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/player_photo.jpg,27,6-8,210,Australia
David Okwera,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Okwera_David_23.jpg,21,7-0,251,Australia
Dane Pineau,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Pineau_Dane_ncaasmc.jpg,29,6-9,225,Australia
Matt Johns,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Johns_Matt_usd18.jpg,24,6-8,230,Australia
Jo Acuil,https://basketball.realgm.com//images/nba/4.2/profiles/photos/2006/Lual_Jo_bay.jpg,29,7-0,225,Australia
