,CenterRating,PowerForwardRating,ShootingGuardRating,SmallForwardRating,PointGuardRating,OverallRating,id,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,League,Position
1586,28.505201669092774,25.896506016918856,17.9366003565415,17.936600356541504,13.343104421582153,20.723602564135355,1586,Johann Gruenloh,RAS,19,19.5,7.2,2.9,4.7,0.629,0.0,0.2,0.0,1.3,1.8,0.735,3.0,2.8,5.8,0.6,0.4,1.2,1.2,2.4,German BBL,C
61,17.765842335468438,18.943378567352493,20.364679461096287,20.364679461096287,26.15736238792556,20.719188442587814,61,Kassius Robertson,VAL,17,20.5,9.2,2.8,6.4,0.444,2.2,4.9,0.44,1.4,1.6,0.857,0.1,1.1,1.1,1.3,0.5,0.1,1.0,1.9,Spanish ACB,SG
1665,26.153383933507477,21.751210020464008,17.55247615750472,17.55247615750472,20.509793230675452,20.703867899931275,1665,Hyunjung Lee,ILL,24,17.3,7.4,2.6,5.7,0.453,1.3,3.3,0.392,0.9,1.3,0.733,0.9,3.0,3.8,0.8,0.4,0.3,0.9,2.1,Australian NBL,SF
2302,21.307429934392864,19.894386456131993,19.885076624950266,19.885076624950266,22.435889633080343,20.681571854701147,2302,Betinho Duarte,SPFC,16,19.8,8.4,2.7,5.9,0.453,1.3,3.1,0.408,1.8,2.1,0.879,0.5,1.9,2.4,1.6,0.5,0.2,0.9,2.8,Brazilian NBB,SF
957,14.951972765161624,17.27081334487177,24.380421090651318,24.380421090651314,22.388551171952127,20.67443589265763,957,Axel Julien,JLB,21,19.2,5.5,1.8,3.6,0.493,1.0,2.3,0.408,1.0,1.4,0.759,0.1,1.6,1.8,4.2,0.5,0.0,1.6,1.9,French Jeep Elite,PG
447,18.544778311772838,19.72231454365689,21.38567104812561,21.38567104812561,22.300305194467075,20.667748029229603,447,Berk Ugurlu,BES,17,17.1,7.6,2.8,5.6,0.495,1.2,2.5,0.476,0.9,1.0,0.941,1.1,1.1,2.1,2.1,0.4,0.0,1.0,1.6,Turkish BSL,SG
1476,17.82042634235442,18.037817646702248,20.45216719983035,20.452167199830345,26.458264760805957,20.644168629904662,1476,Kostja Mushidi,BC,16,19.5,6.8,2.3,6.4,0.363,1.4,4.8,0.289,0.8,1.5,0.5,0.2,1.3,1.5,2.0,0.4,0.1,0.9,2.8,German BBL,SG
830,19.153215380620754,18.845244366128,20.744449927200492,20.744449927200492,23.68144179711919,20.63376027965379,830,Koren Jorno,EIL,13,19.4,5.5,2.0,6.1,0.329,1.2,3.7,0.313,0.4,0.5,0.833,0.2,1.8,2.1,2.2,0.9,0.0,1.1,2.6,Israeli BSL,PG
782,22.697518661123205,20.197518661123205,18.680016178501553,18.680016178501553,22.856845446794235,20.622383025208748,782,Zsombor Maronka,NEP,16,21.1,7.0,2.5,6.3,0.396,1.1,3.9,0.286,0.9,1.2,0.737,0.3,2.3,2.6,1.1,0.3,0.6,0.9,2.4,Lithuanian LKL,PF
141,23.568639843071434,22.699074625680133,18.335867078510322,18.335867078510322,20.0736719565591,20.602624116466263,141,Dustin Sleva,MUR,21,21.9,8.2,2.8,6.0,0.46,1.1,2.7,0.411,1.6,1.8,0.892,2.2,1.7,3.9,0.8,1.2,0.3,0.9,3.7,Spanish ACB,PF
1614,19.683097909130808,17.83527182217429,19.048653152859494,19.04865315285949,27.32101087643673,20.587337382692166,1614,Izayah Mauriohooho Le'Afa,NZB,25,24.1,7.2,2.4,6.7,0.351,1.8,5.3,0.346,0.7,0.9,0.773,0.2,1.6,1.8,1.7,1.0,0.1,0.6,2.4,Australian NBL,PG
1985,29.158464240432103,22.58237728391036,16.552709955211256,16.552709955211256,18.087262800739712,20.58670484710094,1985,Jiao Hailong,SHA,39,22.7,5.3,2.1,5.4,0.383,0.7,2.6,0.287,0.5,0.7,0.655,1.4,3.8,5.2,1.0,0.3,0.8,0.9,1.8,Chinese CBA,C
31,14.802943703403995,16.52395819615762,23.01911708394312,23.01911708394312,25.559767490447182,20.58498071157901,31,Daniel Garcia,MAN,16,15.5,6.6,2.0,5.1,0.395,1.4,3.3,0.415,1.3,1.5,0.833,0.8,0.9,1.6,3.8,0.4,0.1,1.0,1.3,Spanish ACB,PG
577,14.053731972441167,18.582717479687542,24.134480141057953,24.134480141057953,21.898707783334373,20.5608235035158,577,Stefan Peno,MAR,7,19.3,4.9,1.6,4.0,0.393,0.9,3.0,0.286,0.9,0.9,1.0,0.1,1.4,1.6,3.4,0.3,0.0,2.0,2.6,Greek HEBA A1,PG
1582,25.911043859603687,23.700898932067453,18.487393470299825,18.487393470299825,16.13983249469007,20.545312445392174,1582,E.J. Onu,BRO,19,17.6,8.6,3.3,5.4,0.602,0.3,1.1,0.238,1.8,2.4,0.778,1.2,2.5,3.7,0.3,0.3,1.3,1.1,1.7,German BBL,C
2032,19.615243358695906,18.202199880435035,19.701082700693227,19.701082700693227,25.503928229148514,20.544707373933186,2032,Jonathan Machuca,CIC,15,18.6,8.1,2.2,5.7,0.384,1.9,4.7,0.408,1.7,2.0,0.867,0.3,1.9,2.2,2.1,0.6,0.0,0.9,1.7,Argentinian Liga A,PG
1025,22.997588979156383,21.3490382545187,19.909117698411453,19.909117698411453,18.55749168215129,20.544470862529856,1025,Paulius Sorokas,PLV,22,23.1,6.7,2.1,5.0,0.418,0.5,2.0,0.256,2.0,2.5,0.786,1.1,2.6,3.7,1.9,0.5,0.1,1.3,1.8,French Jeep Elite,SF
920,29.84907041555006,25.33820085033267,17.471393501772592,17.471393501772592,12.471393501772592,20.520290354240103,920,Benayu Sror,IRG,13,18.2,5.8,2.8,4.7,0.607,0.0,0.0,0.0,0.2,2.1,0.074,2.1,3.5,5.6,0.5,0.5,0.3,1.2,2.7,Israeli BSL,C
896,27.34124838922196,24.478929548642245,18.86510134606032,18.86510134606032,13.031768012726989,20.516429728542366,896,Josh Nebo,MAC,5,15.6,8.2,3.4,4.6,0.739,0.0,0.0,0.0,1.4,2.0,0.7,0.6,3.2,3.8,0.2,0.2,0.6,1.4,2.0,Israeli BSL,PF
1618,17.382890903874255,17.908253222714837,22.63764746303261,22.63764746303261,21.895777544333423,20.492443319397548,1618,Shannon Scott,BRI,21,19.7,5.1,1.7,5.1,0.333,0.7,2.3,0.306,1.0,1.3,0.75,0.3,1.8,2.1,3.4,1.8,0.1,1.3,2.0,Australian NBL,PG
1763,21.405881201807876,20.80805511485135,18.539559583570316,18.53955958357032,23.12289291690365,20.483189680140704,1763,Zhao Jianshu,BFT,33,23.8,6.1,2.1,6.8,0.309,1.0,4.1,0.239,1.0,1.5,0.667,1.6,1.6,3.2,1.2,0.5,0.1,0.9,2.8,Chinese CBA,PG
2702,24.520596431154765,21.87566889492288,19.092029371586236,19.09202937158624,17.791216363456154,20.47430808654126,2702,Justin Everett,FRES,16,15.5,6.7,2.6,6.2,0.414,0.2,1.0,0.188,1.4,2.1,0.667,1.6,2.2,3.8,1.4,0.3,0.4,0.8,2.2,Mexican LNBP,PF
1376,17.172995017005473,20.85053124888953,21.756688150577713,21.756688150577716,20.781078394480154,20.46359619230612,1376,Toni Bilic,CEJR,10,16.5,6.2,2.3,6.0,0.383,0.5,2.8,0.179,1.1,1.9,0.579,0.6,1.1,1.7,1.5,0.7,0.7,1.6,1.6,Croatian A1 Liga,PF
409,19.30443527773635,18.163130929910267,21.148483462184345,21.14848346218434,22.479784275192475,20.448863481441556,409,Justus Hollatz,EFE,12,21.6,6.5,2.3,5.3,0.438,0.8,2.5,0.333,1.0,1.3,0.8,0.5,1.8,2.3,2.8,0.7,0.2,0.9,1.8,Turkish BSL,PG
1375,21.474164887869676,19.934309815405907,20.42462759097691,20.42462759097691,19.9164975096761,20.434845478981103,1375,Patrik Jambrovic,ZAD,18,17.1,6.6,2.6,4.7,0.56,0.8,1.8,0.469,0.6,0.8,0.667,1.1,2.1,3.1,2.3,0.4,0.4,1.0,1.4,Croatian A1 Liga,PF
2671,23.916417489675528,20.03960589547263,17.463885935194575,17.463885935194572,23.28705666690189,20.43417038448784,2671,K.C. Rivers,FUE,12,16.3,6.3,2.2,6.8,0.321,1.3,4.3,0.308,0.6,0.8,0.7,0.6,2.5,3.1,1.0,0.5,0.0,0.7,2.0,Mexican LNBP,SF
194,24.08081647986231,21.562700537833326,18.986980577555272,18.986980577555272,18.50933830113251,20.425363294787736,194,Ben Lammers,GCN,21,18.4,7.9,3.1,6.3,0.5,0.4,1.2,0.346,1.2,1.5,0.806,1.1,2.0,3.1,1.0,0.7,1.2,0.7,1.5,Spanish ACB,C
77,13.155144974340699,21.14427540912331,25.4454174150816,25.4454174150816,16.83769383784583,20.405589810294607,77,Andrea Cinciarini,ZAR,12,17.1,5.8,1.8,3.4,0.537,0.5,1.3,0.4,1.7,1.8,0.909,0.3,1.2,1.5,2.8,0.5,0.1,2.7,2.1,Spanish ACB,SG
1061,24.474285000403974,21.430806739534408,17.846521734569166,17.846521734569166,20.397334742699247,20.399093990355194,1061,Mikael Jantunen,PAR,20,20.1,7.5,2.6,5.1,0.51,1.2,3.1,0.387,1.1,1.4,0.815,1.5,2.5,4.0,1.2,0.7,0.3,0.9,3.2,French Jeep Elite,PF
1693,28.042993630139097,23.930674789559387,16.557288493630885,16.557288493630885,16.85200394078536,20.38804986954912,1693,Craig Moller,SEM,12,22.4,6.2,2.3,5.3,0.422,0.7,2.4,0.276,1.0,1.7,0.6,2.1,3.2,5.3,0.5,0.8,0.5,1.1,1.7,Australian NBL,PF
542,27.452878749708155,22.597806285940038,17.64807937432137,17.64807937432137,16.591168805215677,20.38760251790132,542,Mahir Agva,SOC,19,15.7,9.0,3.4,5.8,0.582,0.1,0.3,0.333,2.2,2.8,0.774,2.1,2.4,4.4,0.9,0.6,0.3,0.4,2.8,Turkish BSL,C
730,25.273537183150797,21.269913994744996,16.791885196333872,16.791885196333872,21.791885196333872,20.38382135337948,730,Lukas Uleckas,LIE,15,22.3,6.2,2.0,6.0,0.333,0.8,4.1,0.197,1.4,2.1,0.677,1.7,2.7,4.4,1.1,0.8,0.1,0.8,1.3,Lithuanian LKL,SG
345,34.90711113689144,26.157111136891437,14.858079359334337,14.858079359334337,11.108079359334338,20.377692070357178,345,Pauly Paulicap,TREV,19,23.1,7.4,2.6,4.3,0.617,0.0,0.0,0.0,2.1,3.3,0.635,2.7,4.6,7.4,0.3,0.5,1.5,0.9,2.7,Italian Lega Basket,PF
69,19.507289761827064,19.03627526907344,19.684860174733814,19.684860174733814,23.871852044652513,20.35702748500413,69,Tyler Kalinoski,UNI,21,18.8,7.0,2.7,6.1,0.434,1.3,3.7,0.346,0.4,0.4,1.0,0.6,1.4,2.0,1.6,0.7,0.0,0.8,1.6,Spanish ACB,SG
1925,23.617557328430046,19.32407906756048,17.455906277093746,17.455906277093746,23.898995707988057,20.350488931633212,1925,Lu Yiwen,SICH,36,21.9,7.1,2.4,6.1,0.397,1.6,4.4,0.367,0.6,0.9,0.688,0.6,2.5,3.1,1.3,0.8,0.1,0.6,1.3,Chinese CBA,PF
575,18.698425622656202,20.47378794149678,21.643723393333918,21.64372339333392,19.245349409594084,20.341001952082983,575,Alexandros Nikolaidis,MAR,17,19.9,5.6,2.2,4.8,0.451,0.7,2.1,0.333,0.5,0.9,0.6,0.5,1.8,2.4,2.1,1.0,0.1,1.6,2.8,Greek HEBA A1,PG
726,15.565842617204071,17.975262907059143,21.661956055023396,21.661956055023396,24.802199957462417,20.333443518354485,726,Mindaugas Girdziunas,NEP,18,22.6,8.0,2.1,6.3,0.325,1.2,3.8,0.319,2.7,2.9,0.906,0.4,0.8,1.3,2.4,0.7,0.0,1.1,1.2,Lithuanian LKL,SG
804,26.699303524521863,24.652202075246496,18.572882313578177,18.572882313578177,13.146053045285495,20.328664654442044,804,Deante Johnson,PZV,19,21.6,7.8,2.9,4.3,0.683,0.1,0.2,0.667,1.8,2.4,0.756,1.9,2.9,4.8,0.7,0.5,0.6,1.4,2.7,Lithuanian LKL,C
757,13.280207762761876,17.772961385950282,23.582296043348492,23.582296043348492,23.419694417332234,20.327491130548278,757,Donatas Sabeckis,TEC,12,19.1,6.2,2.0,4.4,0.453,1.3,3.2,0.421,0.8,1.3,0.667,0.5,0.8,1.3,3.3,0.3,0.3,1.6,3.1,Lithuanian LKL,SF
580,12.761568246867306,17.00069868164991,25.360927082841574,25.360927082841574,21.112959603166775,20.319416139473432,580,Zois Karampelas,ATH,16,16.0,3.5,1.2,3.7,0.322,0.3,1.6,0.16,0.9,1.4,0.609,0.7,1.2,1.9,4.8,0.6,0.0,1.8,2.4,Greek HEBA A1,PG
1813,20.734894562256898,20.19141630138733,20.53898333217184,20.53898333217184,19.573536177700294,20.315562741137644,1813,Shuo Han,SICH,17,20.1,5.8,1.9,4.8,0.39,0.9,2.6,0.341,1.1,1.2,0.95,0.5,2.5,2.9,2.1,0.6,0.1,1.5,1.9,Chinese CBA,SG
657,27.943404059883182,23.83108521930347,16.550797235192253,16.55079723519225,16.642260649826397,20.303668879879517,657,Malik Osborne,APO,17,21.0,7.6,2.4,5.3,0.444,0.8,2.3,0.359,2.1,2.7,0.761,1.9,3.2,5.1,0.4,0.8,0.5,1.1,1.7,Greek HEBA A1,PF
2736,28.412148251925828,23.484612020041766,17.64114131497722,17.64114131497722,14.277320176765837,20.291272615737576,2736,Andrew Smith,SOL,24,18.8,6.1,2.7,4.8,0.561,0.1,0.6,0.214,0.7,1.3,0.516,1.3,3.5,4.8,0.8,0.8,1.3,1.1,2.7,Mexican LNBP,C
728,22.5147227884957,20.992983658060915,18.86723887156638,18.86723887156638,20.168051879696456,20.282047213877163,728,Evaldas Saulys,JUV,17,19.9,7.2,2.2,5.3,0.422,1.2,3.1,0.377,1.6,1.7,0.931,1.0,2.4,3.4,1.4,1.0,0.1,1.2,2.1,Lithuanian LKL,SG
1097,28.825424889143846,22.774700251462686,15.801636696348487,15.801636696348487,18.169522875210276,20.274584281702758,1097,Petr Cornelie,ASM,22,17.4,6.8,2.5,5.5,0.455,1.0,2.6,0.362,0.8,1.3,0.643,1.9,3.3,5.2,0.6,0.4,0.5,0.7,2.0,French Jeep Elite,C
1207,20.048485736860922,19.631819070194254,20.944505266817888,20.944505266817888,19.785968681452033,20.271056804428596,1207,Aleksandar Sokolovic,SPAR,18,19.0,6.0,2.1,4.7,0.44,0.8,2.3,0.341,1.1,1.5,0.741,0.3,2.3,2.6,2.3,0.7,0.1,1.4,2.2,Serbian KLS,SF
956,14.775914123071033,17.89185615205654,23.958762805482557,23.958762805482557,20.76770589491345,20.27060035620123,956,E.J. Rowland,JLB,10,17.5,6.0,2.3,5.1,0.451,0.3,1.3,0.231,1.1,1.2,0.917,0.0,1.0,1.0,3.2,0.8,0.0,1.4,1.1,French Jeep Elite,PG
35,16.24571386947261,20.06817763758855,22.339776445930163,22.33977644593016,20.337743925604958,20.26623766490529,35,Alexander Kovlyar,OBR,11,14.8,6.0,2.3,5.5,0.417,0.7,2.5,0.286,0.7,0.8,0.889,0.1,1.2,1.3,1.8,1.0,0.0,1.7,2.4,Spanish ACB,PG
1208,26.492614652543168,20.44189001486201,17.47205386789081,17.47205386789081,19.43343598171195,20.26240967697975,1208,Dusan Radosavljevic,SPAR,20,18.7,6.0,2.2,5.5,0.4,0.6,2.4,0.234,1.1,1.6,0.677,0.9,3.3,4.2,1.6,0.7,0.5,0.7,2.2,Serbian KLS,SF
1196,17.545028624794757,17.88923152334548,21.011128246284905,21.011128246284905,23.77535588856133,20.246374505854277,1196,Marko Derasimovic,RADN,18,25.4,8.8,2.7,5.8,0.471,1.2,3.0,0.389,2.2,2.7,0.813,0.4,1.1,1.5,2.3,0.7,0.1,0.8,2.0,Serbian KLS,SF
1716,31.459881402476352,25.028721982186493,16.268170840180534,16.268170840180534,12.101504173513868,20.225289847707558,1716,Mangok Mathiang,NZB,25,19.3,6.5,2.6,5.0,0.528,0.0,0.0,0.0,1.2,2.0,0.6,2.1,3.9,6.0,0.4,0.4,1.0,1.0,3.0,Australian NBL,C
2157,25.617853059962524,21.596113929527743,17.512201317809765,17.512201317809765,18.873989935695946,20.222471912161147,2157,Eli Cave,USF,13,20.4,7.8,3.2,6.2,0.519,0.5,1.9,0.28,0.8,0.9,0.917,0.9,2.4,3.3,0.5,1.2,0.0,0.6,1.6,Argentinian Liga A,PF
1063,27.16403042772104,24.718378253807998,18.403209435535906,18.403209435535906,12.35646146805623,20.20905780413142,1063,Olivier Cortale,CHA,22,17.6,7.3,2.7,4.4,0.615,0.0,0.1,0.333,1.9,2.6,0.737,1.6,3.2,4.8,0.6,0.3,0.3,1.5,3.0,French Jeep Elite,PF
1717,29.60383459918971,23.861080976001308,17.387645027639838,17.387645027639838,12.804311694306502,20.20890346495544,1717,Marcus Lee,JACK,26,16.6,6.0,2.5,3.9,0.653,0.0,0.0,0.0,0.9,1.6,0.571,2.1,3.8,5.9,1.3,0.6,0.8,1.1,3.1,Australian NBL,C
828,19.02867885845811,18.159113641066806,19.707648894294213,19.707648894294213,24.29098222762755,20.178814503148182,828,Guy Palatin,KIRY,15,20.9,5.9,1.8,5.9,0.307,1.1,4.1,0.262,1.3,1.7,0.76,0.9,1.7,2.6,2.4,2.8,0.1,0.9,2.4,Israeli BSL,PG
1516,22.268890271968495,21.435556938635163,19.353258030988687,19.35325803098869,18.40813607976918,20.163819870470043,1516,Brandon Tischler,BLB,19,19.6,7.8,2.5,5.6,0.439,0.7,2.2,0.31,2.2,2.8,0.759,0.5,2.3,2.8,1.0,0.5,0.3,1.3,2.3,German BBL,SF
1377,24.22808952204277,23.430988072767406,19.046057586173564,19.046057586173564,15.01150474064511,20.152539501560483,1377,Tin Tikvesa,BOS,11,17.5,5.5,2.3,4.2,0.543,0.5,1.5,0.353,0.4,0.7,0.5,1.3,2.9,4.2,1.0,0.5,0.3,1.7,1.9,Croatian A1 Liga,PF
1472,21.743642749038173,19.64219347367585,18.99671184507605,18.99671184507605,21.354435422311823,20.14673906703559,1472,Matt Bradley,ROST,15,16.3,7.8,2.7,5.9,0.461,1.0,2.8,0.357,1.3,1.4,0.952,0.5,2.0,2.5,1.4,0.3,0.5,0.8,2.5,German BBL,SG
1814,15.645987032617626,19.178595728269798,22.793913503840802,22.793913503840802,20.202450089206657,20.12297197155514,1814,Jiachen Fang,SICH,15,14.3,5.6,2.3,5.6,0.417,0.8,1.8,0.444,0.1,0.1,1.0,0.2,1.0,1.2,2.3,0.6,0.1,1.5,1.8,Chinese CBA,SG
444,19.876010987871464,19.260068958885956,18.7511315209515,18.751131520951496,23.96454615509784,20.12057782875165,444,Erten Gazi,EFE,15,21.8,8.5,3.1,6.3,0.489,1.7,4.0,0.417,0.7,0.7,0.909,0.5,1.3,1.7,0.9,0.7,0.2,0.7,2.1,Turkish BSL,SG
1172,16.373384132540075,20.739326161525582,21.809956747424295,21.80995674742429,19.80792422709909,20.108109603202667,1172,Tarik Cool,C94,10,15.6,5.3,2.0,6.3,0.317,0.5,2.5,0.2,0.8,1.9,0.421,0.6,1.0,1.6,1.5,0.9,0.0,1.7,1.6,Serbian KLS,SG
142,23.969007478536064,20.363935014767947,16.91619420046805,16.91619420046805,22.332860867134713,20.099638352274965,142,John Shurna,GCN,15,23.0,7.9,2.6,6.1,0.429,1.8,4.1,0.443,0.9,1.5,0.636,0.8,2.4,3.2,0.7,0.5,0.2,0.7,1.5,Spanish ACB,PF
2588,17.520243557274085,19.02386674567988,22.173692962164488,22.173692962164488,19.572066945904325,20.092712634637454,2588,Cristian Cortes,AST,38,17.9,5.4,1.9,4.4,0.432,0.9,2.0,0.474,0.7,0.9,0.714,0.3,1.9,2.2,2.8,0.4,0.0,1.6,2.2,Mexican LNBP,PG
2487,20.933565613002667,19.085739526046144,20.497730588608206,20.49773058860821,19.420494816250486,20.08705222650314,2487,Ji-Hoon Ham,MOB,38,18.8,6.8,2.6,5.0,0.519,0.2,0.7,0.286,1.5,2.0,0.727,1.8,1.6,3.4,2.9,0.5,0.3,0.6,1.2,South Korean KBL,SF
600,21.515949519972466,19.957978505479712,19.334219816303943,19.334219816303943,20.269179165897437,20.0823093647915,600,Omer Netzipoglou,ATH,17,19.1,8.2,3.1,5.8,0.541,0.9,2.1,0.444,1.1,1.5,0.692,0.4,1.8,2.2,1.2,0.6,0.4,0.8,1.8,Greek HEBA A1,SG
1203,19.012204140096046,20.497711386472854,19.73120195251059,19.731201952510595,21.418193822429295,20.078102650803878,1203,Luka Vudragovic,ZEM,14,15.7,6.9,2.2,6.2,0.356,1.2,3.7,0.327,1.2,1.6,0.773,0.4,1.6,2.0,1.0,0.4,0.1,1.4,1.8,Serbian KLS,SF
75,17.588098107708987,18.656938687419135,21.28541435772698,21.28541435772698,21.559804601629416,20.0751340224423,75,Troy Caupain,MUR,21,17.7,6.2,2.1,5.4,0.395,1.2,2.8,0.424,0.7,1.0,0.714,0.2,1.6,1.8,2.3,0.5,0.0,1.3,1.7,Spanish ACB,SG
1860,20.15131725495339,19.408563631764984,18.856180314982463,18.856180314982467,23.043172184901163,20.063082740316894,1860,Tianyi Liu,JIL,23,20.9,7.7,2.6,6.2,0.413,1.2,3.7,0.329,1.3,1.8,0.732,0.8,1.5,2.3,1.3,0.4,0.1,0.8,2.7,Chinese CBA,SF
2230,19.553671626486167,18.702222351123847,20.108006859564764,20.108006859564764,21.82548653436151,20.059478846220216,2230,Augusto Leao,SAO,22,20.2,6.7,2.1,5.3,0.393,1.1,3.1,0.362,1.4,1.8,0.775,0.3,2.0,2.4,2.2,1.2,0.1,1.1,2.3,Brazilian NBB,PG
1170,21.78426806173064,19.700934728397307,18.754435224921636,18.754435224921632,21.295085631425703,20.057831774279386,1170,Milos Milisavljevic,SPAR,16,19.8,5.5,2.0,5.3,0.376,0.9,3.3,0.264,0.6,0.8,0.769,1.1,2.3,3.4,1.9,0.8,0.1,1.0,2.0,Serbian KLS,SG
916,23.381754827653683,21.82378381316093,17.739871201442952,17.739871201442952,19.487838681117754,20.034623944963656,916,Tomer Porat,KIRY,15,19.7,7.2,2.7,6.7,0.406,0.7,2.5,0.297,1.0,1.5,0.682,1.5,1.8,3.3,0.5,0.3,0.2,0.8,2.7,Israeli BSL,C
576,15.877610360164473,22.037030650019545,21.950138892323416,21.950138892323416,18.291602306957564,20.021304220357685,576,Gerel Simmons,KOL,4,15.1,5.3,2.0,6.8,0.296,0.8,2.3,0.333,0.5,0.5,1.0,0.5,0.8,1.3,0.8,0.3,0.0,2.0,2.3,Greek HEBA A1,PG
626,27.88523615989606,22.39610572511345,16.552635020048907,16.552635020048907,16.664423637935084,20.010207112608484,626,Ismael Sanogo,ARI,12,20.1,6.9,2.4,5.2,0.468,0.8,1.9,0.435,1.3,1.3,0.938,1.4,3.4,4.8,0.8,1.2,0.3,0.9,2.5,Greek HEBA A1,SF
198,30.355490500374298,24.594620935156907,16.277838412813317,16.277838412813317,12.527838412813313,20.006725334794233,198,Felipe Dos Anjos,AND,21,19.0,7.3,3.0,5.2,0.569,0.0,0.0,0.0,1.4,2.7,0.509,1.8,3.5,5.3,0.1,0.6,0.8,0.9,2.3,Spanish ACB,C
951,14.76823824710269,16.905919406522983,22.007706894109873,22.007706894109873,24.334942666467597,20.004902821662604,951,Enzo Goudou-Sinha,CHO,21,17.4,7.7,2.2,5.1,0.43,1.2,3.4,0.366,2.1,2.5,0.83,0.5,0.9,1.3,3.0,1.0,0.0,1.1,2.0,French Jeep Elite,PG
2153,21.325840733210626,21.126565370891782,19.06598940266934,19.06598940266934,19.39119265470186,19.99511551282859,2153,Nicolas Gimenez,ARG,12,16.2,8.5,3.3,6.0,0.556,0.7,1.8,0.364,1.2,1.5,0.778,1.3,1.3,2.5,0.8,0.8,0.0,0.8,3.0,Argentinian Liga A,PF
155,23.69071401851985,20.955206772143036,18.73636367383122,18.736363673831217,17.791241722611705,19.98197797218741,155,Gabriel Deck,RMB,13,20.8,6.3,2.0,5.0,0.4,0.7,2.2,0.321,1.6,1.8,0.875,0.6,3.0,3.6,1.5,0.5,0.0,1.3,1.6,Spanish ACB,PF
750,18.766551684447368,18.54916038009954,19.05499454097342,19.054994540973425,24.481823809266107,19.981504991151972,750,Arnas Berucka,WOLV,19,22.1,7.8,2.9,6.3,0.471,1.7,3.9,0.432,0.2,0.4,0.5,0.8,1.0,1.8,1.4,0.7,0.1,0.6,1.9,Lithuanian LKL,SF
2398,24.14437796998207,23.74582724534439,19.475718009991855,19.47571800999186,13.012303375845516,19.970788922231144,2398,Paulo Henrique Scheuer,PIN,21,18.4,6.5,2.6,5.0,0.529,0.0,0.1,0.0,1.3,2.3,0.563,1.1,2.6,3.7,0.7,0.2,0.3,1.6,3.1,Brazilian NBB,C
1100,28.177125352271787,23.64813984502541,17.261595654360065,17.261595654360068,13.501433052734052,19.969977911750277,1100,Simi Shittu,CSP,14,15.8,6.6,2.6,5.7,0.45,0.1,0.2,0.333,1.4,2.4,0.588,1.5,3.2,4.7,0.5,0.4,1.1,1.0,2.9,French Jeep Elite,C
1817,19.453285698653932,18.33009729285683,20.306884780443724,20.306884780443724,21.414608357679494,19.962352182015543,1817,Yu Dehao,XIN,39,21.0,4.8,1.6,4.8,0.328,0.8,2.8,0.303,0.8,1.5,0.561,1.0,2.1,3.2,3.0,1.7,0.0,1.1,3.6,Chinese CBA,SG
2307,26.77220971982482,22.786702473448006,17.529751132832317,17.529751132832317,15.192352758848576,19.96215344355721,2307,Bruno Cardoso,PAU,23,18.2,7.3,2.7,5.3,0.516,0.1,0.9,0.143,1.7,3.0,0.58,1.3,3.0,4.3,0.7,0.5,0.6,1.0,2.4,Brazilian NBB,SF
882,23.946158491471092,21.31934689726819,18.957753054169878,18.957753054169878,16.620354680186143,19.960273235453037,882,Gur Lavy,HH,14,20.6,6.9,2.8,5.1,0.542,0.4,0.9,0.5,0.9,1.0,0.929,0.9,2.5,3.4,1.3,0.6,0.4,1.0,2.4,Israeli BSL,SF
630,23.006315967603314,20.107765242965627,18.56853982091995,18.56853982091995,19.483173967261415,19.94686696393405,630,Ignas Brazdeikis,OLY,16,17.7,6.5,2.3,5.8,0.398,0.8,2.5,0.3,1.1,1.4,0.783,0.4,2.6,2.9,1.3,0.5,0.1,1.0,1.6,Greek HEBA A1,SF
1066,25.74812653756086,23.55609755205361,18.513272328617667,18.513272328617667,13.299857694471326,19.926125288264227,1066,Valentin Chery,GRV,20,17.6,7.0,2.7,4.4,0.621,0.0,0.1,0.0,1.6,2.7,0.574,1.8,2.8,4.6,1.0,0.7,0.4,1.3,3.2,French Jeep Elite,PF
1131,17.586775483874135,17.02518128097558,21.096680784451255,21.096680784451255,22.79383525599597,19.91983071794964,1131,Adi Zahiragic,ZLAT,13,24.2,5.8,1.5,4.1,0.377,1.2,3.5,0.356,1.5,1.5,0.95,0.3,2.2,2.5,3.4,1.2,0.2,1.3,2.2,Serbian KLS,PG
2082,23.40537915572556,21.195234228189324,17.81886878628267,17.81886878628267,19.333096428559095,19.914289477007866,2082,Julian Morales,CAP,19,19.0,5.9,2.4,5.6,0.421,0.7,3.0,0.246,0.5,0.9,0.5,0.8,2.5,3.3,0.8,0.8,0.5,1.1,2.1,Argentinian Liga A,SG
1668,29.401689282313008,22.26400812289272,15.362319940171767,15.362319940171766,17.12045002147258,19.902157461404368,1668,Matthew Kenyon,SEM,23,24.2,6.0,2.3,5.3,0.43,0.7,2.3,0.288,0.8,1.2,0.643,1.6,3.7,5.3,0.7,0.7,0.0,0.7,1.8,Australian NBL,SF
