,CenterRating,PowerForwardRating,ShootingGuardRating,SmallForwardRating,PointGuardRating,OverallRating,id,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,League,Position
1613,20.435963967103095,20.25480454681324,21.82506273946468,21.82506273946468,24.568965178489073,21.781971834266955,1613,Sean MacDonald,JACK,26,21.4,7.5,2.7,6.0,0.452,1.6,3.4,0.466,0.5,0.8,0.667,0.7,1.6,2.3,2.2,0.6,0.1,1.0,2.1,Australian NBL,PG
803,29.04947628753866,25.335708171596632,19.492237466532085,19.492237466532085,15.52882283238574,21.779696444917043,803,Martynas Pacevicius,NEP,16,17.9,9.1,3.5,5.2,0.675,0.0,0.1,0.0,2.1,3.4,0.618,1.9,2.9,4.8,0.8,0.5,0.6,1.0,2.8,Lithuanian LKL,C
1548,24.502382449669525,23.361078101843436,19.820238975726255,19.820238975726255,21.35479182125471,21.771746064844038,1548,Christian Sengfelder,TBB,19,23.7,9.5,3.4,6.1,0.56,1.1,2.6,0.408,1.6,1.9,0.833,1.6,1.8,3.4,0.8,0.5,0.3,0.9,2.1,German BBL,PF
835,14.739527341216299,18.453295457158326,25.96322594375217,25.96322594375217,23.727453586028595,21.769345654381514,835,Ryan Boatright,BHS,3,21.0,4.0,1.0,5.0,0.2,0.7,3.0,0.222,1.3,2.0,0.667,0.0,1.7,1.7,4.3,1.0,0.0,2.0,2.0,Israeli BSL,PG
2631,19.397763046336518,20.575299278220573,22.282101661537354,22.282101661537354,24.212995970480446,21.750052323622448,2631,Diante Garrett,HAL,10,15.7,6.8,2.8,7.3,0.384,0.5,3.0,0.167,0.7,1.2,0.583,0.4,1.1,1.5,1.7,0.1,0.1,1.0,1.1,Mexican LNBP,SG
1666,29.928259429078192,22.77246232762892,17.472065108165165,17.472065108165165,21.079788685400935,21.744928131687676,1666,Anthony Drmic,JACK,26,22.7,7.3,2.7,6.3,0.429,1.1,2.8,0.389,0.9,1.1,0.821,1.5,3.4,4.9,1.1,0.7,0.1,0.5,2.3,Australian NBL,SF
2397,28.0983739946014,24.547649356920243,18.868652336066223,18.86865233606622,18.330034449887357,21.742672494708287,2397,Matheus Maciel,BAU,24,19.1,6.8,2.4,5.8,0.413,0.7,2.4,0.293,1.4,2.0,0.702,1.4,3.3,4.7,0.8,0.4,0.0,1.3,2.1,Brazilian NBB,C
856,24.374444935361215,21.167923196230777,18.84977523198053,18.84977523198053,25.292864662874837,21.70695665168558,856,Zuf Ben Moshe,IRO,14,22.7,8.0,2.9,7.2,0.396,1.4,4.4,0.306,0.9,1.0,0.929,0.6,2.1,2.8,0.9,0.9,0.2,0.6,2.6,Israeli BSL,SG
1632,20.775211442592774,21.97086361650582,21.676052295751102,21.676052295751102,22.367109206320208,21.693057771384204,1632,Mantas Rubstavicius,NZB,20,19.4,9.9,3.3,6.0,0.555,1.4,2.8,0.482,2.0,2.5,0.796,0.6,1.4,2.0,1.2,0.9,0.1,1.2,2.2,Australian NBL,SG
1022,21.145835236184894,20.131342482561703,20.0289343395627,20.0289343395627,27.06145466476595,21.67930021252759,1022,Sebastian Herrera,PAR,12,18.8,7.7,2.7,6.2,0.432,2.0,5.1,0.393,0.3,0.6,0.571,1.0,1.6,2.6,1.7,0.4,0.3,0.8,1.8,French Jeep Elite,SF
2270,21.190985927486885,18.998956941979635,22.083614340192153,22.083614340192153,23.984020844257188,21.668238478821603,2270,Nicolas Copello,MIN,12,19.7,5.9,1.6,4.8,0.328,1.0,3.6,0.279,1.8,2.3,0.778,0.3,2.8,3.1,3.4,0.7,0.0,1.3,1.4,Brazilian NBB,SG
1158,19.356069864711458,20.13505537195784,21.82013481585059,21.82013481585059,24.96037871828961,21.618354717332018,1158,Vuk Djordjevic,SWIS,14,21.9,8.4,2.4,6.9,0.354,0.6,3.8,0.17,2.9,3.4,0.833,0.4,1.4,1.8,1.9,0.3,0.0,1.1,1.6,Serbian KLS,SG
2234,18.1483930322052,18.981726365538535,24.91829538242036,24.91829538242036,21.086994569412234,21.610740946399343,2234,Vithor Lersch,FAC,25,19.3,4.3,1.6,3.7,0.435,0.6,1.6,0.41,0.5,0.7,0.667,0.5,2.3,2.8,4.4,1.0,0.1,1.7,1.8,Brazilian NBB,PG
1028,25.419616824997554,21.560921172823637,19.41345344690507,19.41345344690507,22.167518487555476,21.594992675837364,1028,Vafessa Fofana,GRV,20,27.1,6.1,2.4,6.1,0.393,0.8,3.2,0.234,0.6,0.9,0.611,1.0,2.8,3.7,1.6,0.6,0.4,0.9,2.2,French Jeep Elite,SF
115,17.830960187755895,19.06284424572691,24.692188833611716,24.692188833611716,21.684058752310904,21.592448170603433,115,Rafa Luz,AND,17,22.6,4.8,1.7,4.1,0.414,0.5,1.8,0.3,0.9,1.2,0.714,0.7,2.0,2.7,4.2,1.2,0.1,1.6,2.5,Spanish ACB,SF
755,25.266999610023355,21.96989816074799,19.87208286779864,19.87208286779864,20.97980644503441,21.592173990280607,755,Arnas Butkevicius,ZAL,14,19.9,6.7,2.4,5.1,0.479,0.9,2.8,0.333,0.9,1.4,0.65,1.3,2.9,4.1,1.9,1.6,0.1,1.1,2.0,Lithuanian LKL,SF
1151,27.038028993868434,22.762666675027855,18.728406496279096,18.728406496279096,20.67962600847422,21.58742693398574,1151,Uros Banjac,NOV,18,23.1,10.6,3.2,5.9,0.533,0.9,2.6,0.37,3.3,3.9,0.831,0.8,2.8,3.7,0.8,1.0,0.0,0.8,2.2,Serbian KLS,SG
1159,20.949008815417088,20.64103780092433,21.432373451371202,21.432373451371202,23.14985312616795,21.520929329050354,1159,Petar Grojic,C94,16,19.1,8.3,2.9,5.7,0.516,1.4,3.1,0.46,0.9,1.2,0.789,0.4,1.8,2.2,1.8,0.8,0.1,1.1,2.9,Serbian KLS,SG
1859,28.095675069477373,23.838428692665776,19.174203270620097,19.174203270620094,17.243308961677005,21.505163853012068,1859,Guohao Chen,BEIK,39,21.8,7.8,2.8,5.3,0.524,0.3,1.1,0.279,1.9,3.0,0.641,1.7,3.1,4.8,1.3,0.3,0.8,1.0,1.9,Chinese CBA,SF
749,24.830190095211197,21.22511763144308,19.356944840976347,19.356944840976347,22.741091182439764,21.50205771820935,749,Brady Manek,ZAL,15,16.9,8.3,3.0,6.2,0.484,1.3,3.1,0.413,1.0,1.2,0.833,0.7,2.4,3.1,1.3,0.8,0.1,0.7,1.5,Lithuanian LKL,SF
1474,25.18223694548406,22.0119470904116,19.914131797462247,19.914131797462247,20.42226187876306,21.488941901916643,1474,Isaac Bonga,BAY,14,16.7,7.6,2.6,5.1,0.5,0.9,2.3,0.375,1.6,1.9,0.852,1.4,2.7,4.1,1.9,0.4,0.8,1.0,1.1,German BBL,SG
2197,30.549709446495815,25.45912973635088,18.25021712463291,18.250217124632915,14.916883791299579,21.48523144468242,2197,Eduardo Vasirani,AAQ,20,16.4,8.0,3.3,5.9,0.564,0.0,0.0,0.0,1.4,1.5,0.9,2.1,3.1,5.2,0.5,0.8,0.6,0.8,1.9,Argentinian Liga A,C
1167,26.482059790572276,21.554523558688217,19.52808363813211,19.52808363813211,20.229303150327233,21.46441075517039,1167,Marko Grkovic,TAM,20,26.8,6.2,2.1,5.2,0.394,0.5,2.6,0.196,1.6,2.1,0.762,0.7,3.5,4.2,2.0,0.9,0.3,1.1,1.9,Serbian KLS,SG
1195,19.47486659136146,20.48935934498465,20.495565899105802,20.4955658991058,26.318736630813117,21.454818873074167,1195,Marko Milenkovic,ZEM,20,26.2,8.9,3.5,7.5,0.46,1.6,4.3,0.376,0.4,0.4,1.0,0.4,0.7,1.1,0.7,0.5,0.1,0.7,2.8,Serbian KLS,SF
2121,29.03115693919863,23.27028737398124,18.342283401786606,18.342283401786606,18.250819987152457,21.44736622078111,2121,Alejandro Diez,REG,20,19.6,7.5,3.0,5.8,0.509,0.5,1.8,0.278,1.1,1.4,0.778,0.7,3.5,4.1,0.7,0.4,0.0,0.9,1.6,Argentinian Liga A,SF
2463,23.02210253532079,21.77210253532079,19.73945606064353,19.73945606064353,22.869537361456537,21.428530910677036,2463,Gookchan Kim,MOB,39,22.0,7.1,2.4,5.9,0.413,1.5,4.0,0.387,0.7,0.9,0.73,0.8,2.3,3.2,1.3,0.6,0.0,1.2,2.7,South Korean KBL,SG
2462,23.8522382828195,20.247165819051386,19.34411219442378,19.34411219442378,24.354274796049793,21.42838065735365,2462,Donghyuk Shin,SAM,29,24.9,7.2,2.6,6.6,0.395,1.4,3.9,0.368,0.6,0.9,0.68,0.4,2.4,2.8,1.5,0.4,0.1,0.7,2.4,South Korean KBL,SG
2576,21.67187911669154,18.863908102198785,19.44111763546592,19.441117635465915,27.723637960669166,21.428332090098266,2576,Gary Ricks Mondragon,PAN,31,20.3,9.5,3.1,6.4,0.49,2.4,5.1,0.462,0.9,1.0,0.871,0.1,1.8,1.9,1.5,0.9,0.2,0.5,1.2,Mexican LNBP,PG
781,23.96176499831004,22.874808476570912,20.677688317683128,20.677688317683128,18.89923303313028,21.418236628675498,781,Rolands Smits,ZAL,15,18.1,7.6,2.5,5.4,0.469,0.5,2.2,0.242,2.0,2.3,0.882,0.6,2.7,3.3,1.3,0.9,0.2,1.5,2.2,Lithuanian LKL,PF
2701,32.84160610259376,26.26551914607202,17.17602063564501,17.17602063564501,13.629272668165335,21.41768783762423,2701,Gani Lawal,PLAT,30,17.3,8.0,2.8,5.8,0.474,0.0,0.1,0.0,2.5,4.2,0.587,2.4,3.8,6.2,0.4,0.2,0.9,0.9,2.0,Mexican LNBP,PF
1348,19.99383129606662,19.232961730849226,20.53944137335171,20.53944137335171,26.77927877172569,21.416990909068996,1348,Martin Jelic,CEJR,19,18.6,8.5,3.2,6.6,0.48,1.6,4.3,0.383,0.5,0.7,0.769,0.4,1.2,1.6,1.6,0.4,0.1,0.6,2.6,Croatian A1 Liga,SF
1201,21.81332517299704,23.15390488314197,20.199585121473646,20.199585121473646,21.69348756049804,21.41197757191687,1201,Asim Djulovic,BEO,17,19.1,7.5,2.8,6.4,0.431,1.1,3.4,0.328,0.8,1.6,0.5,1.4,1.5,2.9,0.7,0.6,0.2,1.3,2.2,Serbian KLS,SF
234,22.74540321049569,20.354098862669602,19.615518922252527,19.615518922252523,24.635844125504555,21.39327680863498,234,Riccardo Rossato,SCAF,19,21.2,8.6,2.9,6.6,0.448,1.4,3.7,0.386,1.3,1.5,0.893,0.8,1.8,2.7,1.5,1.0,0.0,0.6,3.3,Italian Lega Basket,PG
1373,22.03457227941304,21.454862134485506,19.48738447808034,19.487384478080344,24.456896673202294,21.384220008652303,1373,Sandro Rasic,CEJR,16,18.3,8.2,2.9,6.3,0.455,1.9,4.7,0.4,0.6,0.8,0.692,0.4,1.9,2.3,0.7,0.5,0.0,1.1,1.8,Croatian A1 Liga,PF
805,31.02899174405536,24.307977251301732,17.62041518576052,17.62041518576052,16.116350145110115,21.33882990239765,805,Regimantas Miniotas,WOLV,17,18.7,6.8,2.7,5.5,0.489,0.5,0.9,0.563,0.9,1.3,0.682,1.9,3.7,5.6,1.0,0.6,0.1,0.8,2.4,Lithuanian LKL,C
478,26.66364266633513,22.51509194169745,18.151884394527638,18.151884394527638,21.129526670950398,21.322406013607655,478,Akwasi Abeyie Yeboah,GAL,15,20.0,8.8,2.8,6.6,0.424,1.0,2.9,0.341,2.2,2.7,0.805,1.3,2.6,3.9,0.8,0.7,0.5,0.7,2.1,Turkish BSL,SF
144,26.8049254182161,23.47159208488277,19.03700916531971,19.037009165319706,18.152862823856296,21.30067973151892,144,Nemanja Radovic,MUR,21,17.2,7.7,3.1,7.0,0.439,0.2,1.0,0.25,1.2,1.6,0.788,1.5,2.3,3.8,0.7,0.5,0.2,0.7,1.4,Spanish ACB,PF
1616,18.922118319332437,20.262698029477363,23.012201505147676,23.012201505147672,21.25407142384686,21.292658156590402,1616,Mitchell Norton,BRI,27,22.5,7.0,2.3,5.7,0.406,0.6,1.8,0.354,1.7,2.4,0.719,0.8,1.5,2.3,2.7,0.8,0.0,1.3,2.4,Australian NBL,PG
2301,24.187030813607976,23.20876994404276,19.9751552469226,19.9751552469226,19.040195897329106,21.277261429765012,2301,Wesley Ferreira,FRA,22,17.0,8.5,3.0,5.5,0.541,0.8,2.0,0.386,1.7,2.1,0.826,1.2,2.2,3.5,1.0,0.5,0.7,1.2,2.0,Brazilian NBB,SF
2035,21.02052195297687,20.00602919935368,20.040165247020017,20.040165247020017,25.243417279540342,21.270059785182188,2035,Victor Fernandez,RIAC,17,20.1,7.4,2.7,7.3,0.371,1.2,4.2,0.278,0.8,0.9,0.875,0.2,1.6,1.8,1.2,0.5,0.0,0.8,1.9,Argentinian Liga A,PG
620,22.116636018828302,20.286925873900767,20.041766986115267,20.041766986115267,23.822254790993313,21.261870131190584,620,Marius Grigonis,PAN,16,20.6,9.8,3.1,5.8,0.527,1.6,3.5,0.464,2.1,2.3,0.892,0.4,1.9,2.4,1.5,0.7,0.0,0.8,1.4,Greek HEBA A1,SF
1060,29.26600119801262,24.19353742989668,17.713894927414056,17.713894927414056,17.40901687863357,21.259269072274197,1060,Will Rayman,SQB,21,23.5,7.5,2.6,5.9,0.435,0.6,1.9,0.3,1.8,2.4,0.745,1.5,3.4,4.9,0.6,0.8,0.2,1.0,3.2,French Jeep Elite,PF
1924,27.329555224410157,23.072308847598567,20.009374388810084,20.00937438881008,15.842707722143418,21.252664114354463,1924,Ruoyu Su,SICH,21,18.5,7.2,2.8,5.2,0.527,0.0,0.0,1.0,1.7,1.9,0.897,1.2,3.1,4.4,1.7,0.5,0.1,1.0,2.3,Chinese CBA,PF
193,25.01995409663151,24.585171487935852,20.529188369763062,20.529188369763062,15.529188369763064,21.238538138771315,193,Martynas Sajus,BRE,21,20.0,8.5,3.1,5.8,0.533,0.0,0.0,0.0,2.3,2.7,0.842,1.9,2.0,4.0,1.0,0.4,0.7,1.2,2.1,Spanish ACB,C
1019,22.671975009049625,20.280670661223535,18.856266490419166,18.856266490419166,25.5026079538338,21.23355732098906,1019,Matt Lewis,LEM,22,21.1,8.4,2.8,7.2,0.39,1.5,4.5,0.347,1.2,1.8,0.675,0.5,1.8,2.4,1.0,0.4,0.0,0.6,2.0,French Jeep Elite,SF
151,22.305948448013822,20.929136853810924,20.711907459570607,20.711907459570607,21.392801768513696,21.210340397895934,151,Nikola Kalinic,FCB,20,20.7,6.8,2.3,5.1,0.455,1.3,3.0,0.424,0.9,1.5,0.6,0.7,2.5,3.1,2.0,0.8,0.2,1.3,1.5,Spanish ACB,PF
986,20.775194686138782,20.195484541211243,20.636149883813033,20.636149883813033,23.776393786252054,21.203874556245633,986,Jeremy Morgan,JLB,21,21.0,7.4,2.3,5.8,0.402,1.2,3.8,0.316,1.6,2.1,0.733,0.8,1.9,2.7,2.0,1.6,0.3,1.1,2.9,French Jeep Elite,SG
2070,25.070536151089552,20.92198542645187,19.382760004406187,19.382760004406187,21.140890085707,21.179786334412157,2070,Tomas Zanzottera,CIC,19,18.9,9.4,3.2,5.8,0.545,0.8,2.3,0.341,2.3,2.7,0.863,0.3,2.6,2.9,1.3,0.9,0.0,0.7,2.2,Argentinian Liga A,SG
1198,27.037324086769853,22.073555970827822,17.38140105523696,17.38140105523696,21.985059591822324,21.17174835197879,1198,Vitali Liutych,ZLAT,16,22.4,8.1,2.7,6.1,0.439,1.4,3.7,0.373,1.3,1.6,0.808,1.2,2.9,4.1,0.8,0.4,0.1,0.7,1.4,Serbian KLS,SF
2627,17.924992863454648,22.164123298237257,22.927529455138945,22.92752945513894,19.899074170586097,21.16864984851118,2627,Jose Estrada,HAL,12,20.0,8.3,2.7,5.9,0.451,0.8,2.2,0.346,2.2,2.6,0.839,0.3,1.2,1.5,1.3,0.7,0.0,1.8,1.1,Mexican LNBP,SG
1587,29.6995150875339,21.982123783186072,17.060326365112587,17.060326365112587,19.875367015519092,21.13553172329285,1587,Jonathan Baehre,LUD,14,21.0,7.1,3.0,5.4,0.553,0.6,2.0,0.321,0.5,0.7,0.7,1.8,3.3,5.1,1.4,0.7,1.1,0.3,1.0,German BBL,C
2668,25.922378322696904,21.085421800957775,18.48797890125569,18.48797890125569,21.679035811824797,21.132558747598175,2668,Brock Booner,PAN,32,17.8,8.0,3.0,6.0,0.492,1.0,2.8,0.371,1.0,1.5,0.702,0.7,2.7,3.4,1.2,0.8,0.1,0.6,2.0,Mexican LNBP,SF
268,19.748941685086272,20.256188061897866,20.526173166167975,20.526173166167975,24.479425198688297,21.10738025560168,268,Riccardo Visconti,PES,19,18.9,8.6,2.5,6.8,0.364,1.4,4.2,0.329,2.3,2.5,0.917,0.3,1.5,1.8,1.3,0.6,0.2,1.1,2.5,Italian Lega Basket,SG
239,17.92236863235436,20.929615009165953,22.543319080665455,22.543319080665455,21.557546722941883,21.09923370515862,239,Vinnie Shahid,VAR,12,20.6,7.0,2.2,5.9,0.366,1.0,3.0,0.333,1.7,2.1,0.8,0.2,1.5,1.7,1.8,0.6,0.0,1.7,2.1,Italian Lega Basket,PG
199,27.128983026155158,22.853620707314573,18.63316390493126,18.63316390493126,18.14535902688248,21.078858114042948,199,Martin Geben,MAN,21,15.8,7.2,3.0,5.8,0.508,0.4,1.4,0.31,0.9,1.0,0.9,1.3,2.8,4.1,1.0,0.4,0.6,0.8,2.7,Spanish ACB,C
1520,22.861900894855992,21.195234228189324,18.99811406930154,18.998114069301536,23.154618134342186,21.041596279198117,1520,Lukas Wank,EWE,18,25.1,6.7,2.4,5.6,0.44,1.6,4.3,0.364,0.3,0.3,0.833,1.0,2.3,3.3,1.3,0.8,0.3,1.1,2.1,German BBL,SF
758,24.85930088393192,20.873793637555103,19.10492571302681,19.104925713026805,21.239072054490222,21.036403600406175,758,Eigirdas Zukauskas,WOLV,15,22.2,5.9,2.2,5.2,0.423,0.9,3.1,0.298,0.5,0.7,0.727,0.9,3.0,3.9,1.9,1.0,0.1,1.0,1.7,Lithuanian LKL,SF
573,15.472606299081642,16.396519342559905,23.999548140971026,23.99954814097103,25.300361149101107,21.033716614536942,573,Kostas Sloukas,PAN,11,17.2,6.2,1.7,5.0,0.345,1.0,3.1,0.324,1.7,1.8,0.95,0.0,1.5,1.5,4.2,0.8,0.0,1.2,1.2,Greek HEBA A1,PG
1062,22.04163185868359,23.11047243839373,20.984727651899195,20.984727651899192,18.00708537547643,21.025728995270427,1062,Kenny Baptiste,CHA,21,22.7,7.4,2.8,5.6,0.504,0.3,1.2,0.28,1.4,2.1,0.682,1.8,1.6,3.4,1.4,1.0,1.0,1.3,2.3,French Jeep Elite,PF
150,27.305479324103494,20.983015555987553,16.598085069393708,16.598085069393708,23.640767996222976,21.025086603020288,150,Aaron Doornekamp,TEN,21,25.5,7.0,2.2,6.0,0.368,1.8,4.9,0.359,0.8,0.8,1.0,0.9,3.4,4.2,1.0,1.0,0.2,0.7,3.1,Spanish ACB,PF
832,14.377356184637902,19.884602561449498,25.08569491497482,25.08569491497482,20.583662394649618,21.003402194137337,832,Neta Segal,BEER,13,20.8,4.5,1.5,3.5,0.413,0.8,2.5,0.344,0.8,1.2,0.625,0.5,1.5,2.1,3.6,0.5,0.1,2.3,2.8,Israeli BSL,PG
1930,31.65277772476301,25.511473376936923,17.41502352589422,17.41502352589422,12.821527590934872,20.96316514888465,1930,Christopher Obekpa,SICH,20,17.2,5.5,2.3,4.4,0.523,0.1,0.2,0.25,0.9,1.1,0.773,2.6,4.1,6.6,1.1,0.9,2.6,1.2,1.7,Chinese CBA,PF
28,18.101760672759248,18.319151977107072,21.133824271049477,21.133824271049477,26.12366166942346,20.96244457227775,28,Sergio Llull,RMB,16,17.0,6.9,2.4,6.6,0.371,1.3,4.3,0.309,0.7,0.9,0.786,0.1,1.3,1.4,2.1,0.7,0.1,0.9,1.6,Spanish ACB,PG
654,25.412212460385476,22.350618257486925,17.68018628132009,17.680186281320086,21.67408872034448,20.959458400171414,654,Tyler Polley,KOL,17,25.2,8.3,2.8,6.6,0.416,1.0,3.4,0.293,1.8,2.2,0.811,1.6,2.2,3.8,0.6,0.7,0.6,0.7,1.8,Greek HEBA A1,PF
2041,19.52952103215576,20.888216684329674,21.844026018987073,21.844026018987073,20.675326831995207,20.956223317290956,2041,Jose Rolfi Fortunato,AAQ,20,16.7,5.7,2.4,5.6,0.42,0.7,2.5,0.265,0.3,0.6,0.545,0.3,1.8,2.1,1.8,1.0,0.3,1.5,1.9,Argentinian Liga A,PG
2079,19.492462856110436,20.977970102487248,21.955502376568678,21.955502376568674,20.390461726162172,20.954379887579442,2079,Sebastian Mignani,REG,10,22.4,6.4,2.6,6.1,0.426,0.5,2.1,0.238,0.7,1.0,0.7,0.2,1.6,1.8,1.6,1.2,0.0,1.4,1.9,Argentinian Liga A,SG
1561,24.487880732763482,22.024112616821455,20.069048068658592,20.069048068658596,18.107665954837458,20.95155108834792,1561,Seth Hinrichs,HAM,18,22.6,6.2,2.2,4.5,0.494,0.7,1.7,0.433,1.0,1.2,0.818,1.4,2.9,4.3,2.1,0.4,0.0,1.3,2.0,German BBL,PF
34,12.436296222025128,17.3457165118802,24.827717504928863,24.827717504928863,25.26470937484756,20.940431423722124,34,Ferran Bassas,GCN,19,16.9,6.2,1.8,4.5,0.395,1.3,3.7,0.343,1.4,1.6,0.839,0.2,0.8,1.0,3.8,0.9,0.0,1.7,1.6,Spanish ACB,PG
1069,31.135206077801026,25.120713324177835,17.539407465190745,17.539407465190745,13.362578196898065,20.939462505851687,1069,Abdoulaye Loum,PLV,10,17.8,6.0,2.6,4.7,0.553,0.0,0.2,0.0,0.8,2.5,0.32,2.1,3.9,6.0,0.9,0.3,0.5,1.1,1.9,French Jeep Elite,PF
74,17.527486037500104,18.59632661721025,23.5615699141318,23.5615699141318,21.39693576779034,20.92877765015286,74,Sergi Quintela,BRE,21,20.9,6.3,2.0,5.1,0.38,0.5,1.6,0.333,1.9,2.2,0.848,0.5,1.6,2.1,3.5,1.4,0.0,1.3,2.1,Spanish ACB,SG
2579,18.339662558415842,20.223720529430334,21.908799973323088,21.908799973323088,22.183190217225523,20.912834650343573,2579,Omar de Haro,SAN,32,19.8,8.1,2.5,6.0,0.415,0.8,2.8,0.3,2.3,2.6,0.857,0.6,1.3,1.8,1.9,0.5,0.0,1.3,1.5,Mexican LNBP,PG
1268,24.245978314717426,21.474239184282645,18.240624487162485,18.240624487162485,22.214201722934842,20.88313363925198,1268,Nemanja Dordevic,SWIS,20,18.6,7.8,2.6,5.9,0.441,1.7,3.8,0.453,0.9,1.4,0.667,1.1,2.4,3.5,1.0,0.4,0.1,0.9,2.9,Serbian KLS,C
2396,25.5253977630009,23.04351370502988,18.022411421017967,18.022411421017967,19.739891095814713,20.87072508117629,2396,Leonardo Henrique Cravero,CAX,23,21.9,6.9,2.3,6.0,0.394,0.9,3.1,0.296,1.3,2.2,0.588,1.7,2.6,4.3,0.8,1.0,0.1,1.1,2.6,Brazilian NBB,C
659,32.26507019806833,25.000577444445142,15.982454306411379,15.982454306411379,15.088145363321948,20.86374032373164,659,Ioannis Kouzeloglou,ATH,17,21.8,7.1,2.5,5.5,0.457,0.4,1.2,0.333,1.6,2.1,0.8,2.4,3.9,6.3,0.5,0.6,0.4,0.8,1.6,Greek HEBA A1,PF
2038,22.575334858704583,20.636929061603134,19.712152497551493,19.712152497551493,21.632884204868567,20.853890624055854,2038,Emiliano Toretta,GIM,19,18.8,6.6,2.3,5.6,0.406,1.1,3.2,0.333,1.0,1.2,0.826,0.6,2.4,3.1,1.7,0.8,0.1,1.1,1.4,Argentinian Liga A,PG
1200,24.15144038932957,21.126078070488987,18.385884426000406,18.385884426000406,22.135884426000406,20.837034347563957,1200,Djorde Bozic,SLOB,20,23.6,7.5,2.3,5.9,0.393,1.1,4.1,0.268,1.8,2.2,0.837,0.4,2.8,3.2,1.0,0.8,0.1,1.1,2.9,Serbian KLS,SF
1585,25.26535179737791,23.200134406073566,19.401723283928582,19.401723283928582,16.840747674172484,20.821936089096226,1585,John Bryant,BC,19,14.5,7.8,2.9,5.4,0.549,0.2,1.2,0.174,1.7,1.9,0.892,1.1,2.6,3.7,0.9,0.4,0.4,1.2,2.1,German BBL,C
625,27.716324287438326,24.002556171496295,18.77353432442579,18.77353432442579,14.81011969027945,20.81521375961313,625,Nate Renfro,PER,17,20.7,7.1,3.2,4.3,0.753,0.0,0.1,0.0,0.6,1.9,0.313,2.1,2.9,5.0,1.2,1.1,0.9,1.0,3.1,Greek HEBA A1,SF
1071,31.28284208181548,25.43139280645316,17.592514951438268,17.59251495143827,12.165685683145586,20.812990094858154,1071,Allan Julien Dokossi,DIJ,21,17.1,5.7,2.4,3.8,0.633,0.0,0.2,0.0,0.9,1.6,0.576,2.0,4.3,6.3,1.0,0.9,0.3,1.4,2.0,French Jeep Elite,PF
157,26.078904619582826,23.071658242771232,18.543977011390897,18.543977011390893,17.802107092691706,20.80812479556551,157,Xabier Lopez-Arostegui,VAL,15,17.5,6.2,2.4,5.5,0.439,0.5,2.3,0.206,0.9,1.7,0.56,0.9,3.1,4.0,0.8,0.9,0.0,1.3,1.7,Spanish ACB,PF
40,14.869909025746363,16.772082938789843,24.517862481987464,24.517862481987464,23.34916329499559,20.805376044701347,40,Sergio Rodriguez,RMB,17,16.1,4.7,1.6,4.1,0.406,1.1,2.5,0.419,0.4,0.4,0.857,0.1,1.6,1.7,4.4,0.4,0.0,1.5,2.1,Spanish ACB,PG
148,29.620763729863516,23.714966628414235,17.142225814114337,17.142225814114337,16.247916871024906,20.77361977150627,148,Emir Sulejmanovic,ZAR,18,18.8,7.3,2.8,5.5,0.505,0.7,1.2,0.545,1.1,2.1,0.514,1.6,3.4,5.1,0.7,0.7,0.6,0.8,3.1,Spanish ACB,PF
2629,21.213418275263535,21.322113927437446,19.6618607000293,19.661860700029305,21.978933870761008,20.767637494704122,2629,Jase Febres,SOL,16,24.7,7.4,2.4,6.7,0.364,1.2,3.6,0.333,1.4,1.6,0.846,0.6,1.8,2.4,0.9,0.3,0.3,1.2,1.4,Mexican LNBP,SG
1470,21.643273577659926,20.212114157370074,20.34555507097484,20.34555507097484,21.290677022194355,20.767434979834807,1470,Chavares Flanigan,RAS,19,20.6,8.2,3.2,5.6,0.566,0.8,1.9,0.444,1.0,1.3,0.792,1.0,1.6,2.6,1.8,1.2,0.2,0.7,1.7,German BBL,SG
479,24.37627280888518,22.963229330624312,17.91419755306721,17.91419755306721,20.668262593717618,20.76723196787231,479,Leyton Hammonds,BES,10,21.8,8.0,2.8,6.7,0.418,1.0,3.2,0.313,1.4,1.8,0.778,1.7,1.9,3.6,0.3,0.3,0.2,0.9,2.5,Turkish BSL,SF
196,27.005497616471104,24.10694689183342,18.94309386303501,18.94309386303501,14.776427196368344,20.75501188614858,196,Tyler Cook,JOV,11,16.9,7.5,2.9,6.4,0.457,0.0,0.0,0.0,1.7,2.6,0.655,1.5,2.6,4.1,0.6,0.4,0.2,1.0,1.7,Spanish ACB,C
1719,23.6382126400601,22.822995248755753,19.831436162360518,19.831436162360518,17.646476812767023,20.754111405260783,1719,Robert Loe,MEL,8,15.0,5.5,1.9,4.8,0.395,0.6,2.0,0.313,1.1,1.5,0.75,1.9,2.6,4.5,1.8,0.6,0.6,1.5,2.5,Australian NBL,C
2489,19.83020906692521,19.649049646635355,19.760767620816093,19.76076762081609,24.740442417564058,20.74824727455136,2489,Seonggon Moon,SON,30,22.4,5.7,2.1,5.8,0.36,1.3,4.5,0.281,0.2,0.4,0.636,1.3,1.6,2.9,2.0,2.0,0.3,1.0,3.0,South Korean KBL,SF
